Day,Bar,H,M,S
12,1,6,25,59
12,1,6,26,49
12,1,6,27,39
12,1,6,28,29
12,1,6,29,19
12,1,6,30,9
12,1,7,15,59
12,1,7,16,49
12,1,7,17,39
12,1,7,18,29
12,1,7,19,19
12,1,7,20,9
12,1,8,5,59
12,1,8,6,49
12,1,8,7,39
12,1,8,8,29
12,1,8,9,19
12,1,8,10,9
12,1,9,0,9
12,1,5,56,53
12,1,5,57,43
12,1,5,58,33
12,1,5,59,23
12,1,6,46,53
12,1,6,47,43
12,1,6,48,33
12,1,6,49,23
12,1,6,50,13
12,1,6,51,3
12,1,7,36,53
12,1,7,37,43
12,1,7,38,33
12,1,7,39,23
12,1,7,40,13
12,1,7,41,3
12,1,8,26,53
12,1,8,27,43
12,1,8,28,33
12,1,8,29,23
12,1,8,30,13
12,1,8,31,3
12,1,9,16,53
12,1,9,17,43
12,1,9,18,33
12,1,9,19,23
12,1,9,20,13
12,1,9,21,3
12,1,10,6,53
12,1,10,7,43
12,1,10,8,33
12,1,10,9,23
12,1,10,10,13
12,1,10,11,3
12,1,11,0,13
12,1,11,1,3
12,1,9,55,51
12,1,9,56,41
12,1,9,57,31
12,1,9,58,21
12,1,9,59,11
12,1,10,45,51
12,1,10,46,41
12,1,10,47,31
12,1,10,48,21
12,1,10,49,11
12,1,10,50,1
12,1,11,35,51
12,1,11,36,41
12,1,11,37,31
12,1,11,38,21
12,1,11,39,11
12,1,11,40,1
12,1,12,25,51
12,1,12,26,41
12,1,12,27,31
12,1,12,28,21
12,1,12,29,11
12,1,12,30,1
12,1,13,15,51
12,1,13,16,41
12,1,13,17,31
12,1,13,18,21
12,1,13,19,11
12,1,13,20,1
12,1,14,5,51
12,1,14,6,41
12,1,14,7,31
12,1,14,8,21
12,1,14,9,11
12,1,14,10,1
12,1,15,0,1
12,1,13,53,59
12,1,13,54,49
12,1,13,55,39
12,1,13,56,29
12,1,13,57,19
12,1,13,58,9
12,1,13,59,0
12,1,14,43,59
12,1,14,44,49
12,1,14,45,39
12,1,14,46,29
12,1,14,47,19
12,1,14,48,9
12,1,14,49,0
12,1,15,33,59
12,1,15,34,49
12,1,15,35,39
12,1,15,36,29
12,1,15,37,19
12,1,15,38,9
12,1,15,39,0
12,1,16,23,59
12,1,16,24,49
12,1,16,25,39
12,1,16,26,29
12,1,16,27,19
12,1,16,28,9
12,1,16,29,0
12,1,17,13,59
12,1,17,14,49
12,1,17,15,39
12,1,17,16,29
12,1,17,17,19
12,1,17,18,9
12,1,17,19,0
12,1,18,3,59
12,1,18,4,49
12,1,18,5,39
12,1,18,6,29
12,1,18,7,19
12,1,18,8,9
12,1,18,9,0
12,1,19,0,0
12,1,6,56,53
12,1,6,57,43
12,1,6,58,33
12,1,6,59,23
12,1,7,46,53
12,1,7,47,43
12,1,7,48,33
12,1,7,49,23
12,1,7,50,13
12,1,7,51,3
12,1,8,36,53
12,1,8,37,43
12,1,8,38,33
12,1,8,39,23
12,1,8,40,13
12,1,8,41,3
12,1,9,26,53
12,1,9,27,43
12,1,9,28,33
12,1,9,29,23
12,1,9,30,13
12,1,9,31,3
12,1,10,16,53
12,1,10,17,43
12,1,10,18,33
12,1,10,19,23
12,1,10,20,13
12,1,10,21,3
12,1,11,6,53
12,1,11,7,43
12,1,11,8,33
12,1,11,9,23
12,1,11,10,13
12,1,11,11,3
12,1,12,0,13
12,1,12,1,3
12,1,10,55,51
12,1,10,56,41
12,1,10,57,31
12,1,10,58,21
12,1,10,59,11
12,1,11,45,51
12,1,11,46,41
12,1,11,47,31
12,1,11,48,21
12,1,11,49,11
12,1,11,50,1
12,1,12,35,51
12,1,12,36,41
12,1,12,37,31
12,1,12,38,21
12,1,12,39,11
12,1,12,40,1
12,1,13,25,51
12,1,13,26,41
12,1,13,27,31
12,1,13,28,21
12,1,13,29,11
12,1,13,30,1
12,1,14,15,51
12,1,14,16,41
12,1,14,17,31
12,1,14,18,21
12,1,14,19,11
12,1,14,20,1
12,1,15,5,51
12,1,15,6,41
12,1,15,7,31
12,1,15,8,21
12,1,15,9,11
12,1,15,10,1
12,1,16,0,1
12,1,14,53,59
12,1,14,54,49
12,1,14,55,39
12,1,14,56,29
12,1,14,57,19
12,1,14,58,9
12,1,15,43,59
12,1,15,44,49
12,1,15,45,39
12,1,15,46,29
12,1,15,47,19
12,1,15,48,9
12,1,16,33,59
12,1,16,34,49
12,1,16,35,39
12,1,16,36,29
12,1,16,37,19
12,1,16,38,9
12,1,17,23,59
12,1,17,24,49
12,1,17,25,39
12,1,17,26,29
12,1,17,27,19
12,1,17,28,9
12,1,18,13,59
12,1,18,14,49
12,1,18,15,39
12,1,18,16,29
12,1,18,17,19
12,1,18,18,9
12,1,19,3,59
12,1,19,4,49
12,1,19,5,39
12,1,19,6,29
12,1,19,7,19
12,1,19,8,9
12,1,16,54,53
12,1,16,55,43
12,1,16,56,33
12,1,16,57,23
12,1,16,58,13
12,1,16,59,3
12,1,17,44,53
12,1,17,45,43
12,1,17,46,33
12,1,17,47,23
12,1,17,48,13
12,1,17,49,3
12,1,18,34,53
12,1,18,35,43
12,1,18,36,33
12,1,18,37,23
12,1,18,38,13
12,1,18,39,3
12,1,19,24,53
12,1,19,25,43
12,1,19,26,33
12,1,19,27,23
12,1,19,28,13
12,1,19,29,3
12,1,20,14,53
12,1,20,15,43
12,1,20,16,33
12,1,20,17,23
12,1,20,18,13
12,1,20,19,3
12,1,21,4,53
12,1,21,5,43
12,1,21,6,33
12,1,21,7,23
12,1,21,8,13
12,1,21,9,3
12,1,20,53,51
12,1,20,54,41
12,1,20,55,31
12,1,20,56,21
12,1,20,57,11
12,1,20,58,1
12,1,21,43,51
12,1,21,44,41
12,1,21,45,31
12,1,21,46,21
12,1,21,47,11
12,1,21,48,1
12,1,22,33,51
12,1,22,34,41
12,1,22,35,31
12,1,22,36,21
12,1,22,37,11
12,1,22,38,1
12,1,23,23,51
12,1,23,24,41
12,1,23,25,31
12,1,23,26,21
12,1,23,27,11
12,1,23,28,1
12,3,0,10,53
12,3,0,11,43
12,3,0,12,33
12,3,0,13,23
12,3,0,14,13
12,3,0,15,3
12,3,1,0,53
12,3,1,1,43
12,3,1,2,33
12,3,1,3,23
12,3,1,4,13
12,3,1,5,3
12,3,0,49,51
12,3,0,50,41
12,3,0,51,31
12,3,0,52,21
12,3,0,53,11
12,3,0,54,1
12,3,1,39,51
12,3,1,40,41
12,3,1,41,31
12,3,1,42,21
12,3,1,43,11
12,3,1,44,1
12,3,2,29,51
12,3,2,30,41
12,3,2,31,31
12,3,2,32,21
12,3,2,33,11
12,3,2,34,1
12,3,3,19,51
12,3,3,20,41
12,3,3,21,31
12,3,3,22,21
12,3,3,23,11
12,3,3,24,1
12,3,4,9,51
12,3,4,10,41
12,3,4,11,31
12,3,4,12,21
12,3,4,13,11
12,3,4,14,1
12,3,5,0,41
12,3,5,1,31
12,3,5,2,21
12,3,5,3,11
12,3,5,4,1
12,3,3,57,59
12,3,3,58,49
12,3,3,59,39
12,3,4,47,59
12,3,4,48,49
12,3,4,49,39
12,3,4,50,29
12,3,4,51,19
12,3,4,52,9
12,3,4,53,0
12,3,5,37,59
12,3,5,38,49
12,3,5,39,39
12,3,5,40,29
12,3,5,41,19
12,3,5,42,9
12,3,5,43,0
12,3,6,27,59
12,3,6,28,49
12,3,6,29,39
12,3,6,30,29
12,3,6,31,19
12,3,6,32,9
12,3,6,33,0
12,3,7,17,59
12,3,7,18,49
12,3,7,19,39
12,3,7,20,29
12,3,7,21,19
12,3,7,22,9
12,3,7,23,0
12,3,8,7,59
12,3,8,8,49
12,3,8,9,39
12,3,8,10,29
12,3,8,11,19
12,3,8,12,9
12,3,8,13,0
12,3,9,0,29
12,3,9,1,19
12,3,9,2,9
12,3,9,3,0
12,3,5,58,53
12,3,5,59,43
12,3,6,48,53
12,3,6,49,43
12,3,6,50,33
12,3,6,51,23
12,3,6,52,13
12,3,6,53,3
12,3,7,38,53
12,3,7,39,43
12,3,7,40,33
12,3,7,41,23
12,3,7,42,13
12,3,7,43,3
12,3,8,28,53
12,3,8,29,43
12,3,8,30,33
12,3,8,31,23
12,3,8,32,13
12,3,8,33,3
12,3,9,18,53
12,3,9,19,43
12,3,9,20,33
12,3,9,21,23
12,3,9,22,13
12,3,9,23,3
12,3,10,8,53
12,3,10,9,43
12,3,10,10,33
12,3,10,11,23
12,3,10,12,13
12,3,10,13,3
12,3,11,0,33
12,3,11,1,23
12,3,11,2,13
12,3,11,3,3
12,3,9,57,51
12,3,9,58,41
12,3,9,59,31
12,3,10,47,51
12,3,10,48,41
12,3,10,49,31
12,3,10,50,21
12,3,10,51,11
12,3,10,52,1
12,3,11,37,51
12,3,11,38,41
12,3,11,39,31
12,3,11,40,21
12,3,11,41,11
12,3,11,42,1
12,3,12,27,51
12,3,12,28,41
12,3,12,29,31
12,3,12,30,21
12,3,12,31,11
12,3,12,32,1
12,3,13,17,51
12,3,13,18,41
12,3,13,19,31
12,3,13,20,21
12,3,13,21,11
12,3,13,22,1
12,3,14,7,51
12,3,14,8,41
12,3,14,9,31
12,3,14,10,21
12,3,14,11,11
12,3,14,12,1
12,3,15,0,21
12,3,15,1,11
12,3,15,2,1
12,3,13,55,59
12,3,13,56,49
12,3,13,57,39
12,3,13,58,29
12,3,13,59,19
12,3,14,45,59
12,3,14,46,49
12,3,14,47,39
12,3,14,48,29
12,3,14,49,19
12,3,14,50,9
12,3,15,35,59
12,3,15,36,49
12,3,15,37,39
12,3,15,38,29
12,3,15,39,19
12,3,15,40,9
12,3,16,25,59
12,3,16,26,49
12,3,16,27,39
12,3,16,28,29
12,3,16,29,19
12,3,16,30,9
12,3,17,15,59
12,3,17,16,49
12,3,17,17,39
12,3,17,18,29
12,3,17,19,19
12,3,17,20,9
12,3,18,5,59
12,3,18,6,49
12,3,18,7,39
12,3,18,8,29
12,3,18,9,19
12,3,18,10,9
12,3,19,0,9
12,3,15,56,53
12,3,15,57,43
12,3,15,58,33
12,3,15,59,23
12,3,16,46,53
12,3,16,47,43
12,3,16,48,33
12,3,16,49,23
12,3,16,50,13
12,3,16,51,3
12,3,17,36,53
12,3,17,37,43
12,3,17,38,33
12,3,17,39,23
12,3,17,40,13
12,3,17,41,3
12,3,18,26,53
12,3,18,27,43
12,3,18,28,33
12,3,18,29,23
12,3,18,30,13
12,3,18,31,3
12,3,19,16,53
12,3,19,17,43
12,3,19,18,33
12,3,19,19,23
12,3,19,20,13
12,3,19,21,3
12,3,20,6,53
12,3,20,7,43
12,3,20,8,33
12,3,20,9,23
12,3,20,10,13
12,3,20,11,3
12,3,21,0,13
12,3,21,1,3
12,3,19,55,51
12,3,19,56,41
12,3,19,57,31
12,3,19,58,21
12,3,19,59,11
12,3,20,45,51
12,3,20,46,41
12,3,20,47,31
12,3,20,48,21
12,3,20,49,11
12,3,20,50,1
12,3,21,35,51
12,3,21,36,41
12,3,21,37,31
12,3,21,38,21
12,3,21,39,11
12,3,21,40,1
12,3,22,25,51
12,3,22,26,41
12,3,22,27,31
12,3,22,28,21
12,3,22,29,11
12,3,22,30,1
12,3,23,15,51
12,3,23,16,41
12,3,23,17,31
12,3,23,18,21
12,3,23,19,11
12,3,23,20,1
12,3,23,53,59
12,3,23,54,49
12,3,23,55,39
12,3,23,56,29
12,3,23,57,19
12,3,23,58,9
12,3,23,59,0
12,3,16,56,53
12,3,16,57,43
12,3,16,58,33
12,3,16,59,23
12,3,17,46,53
12,3,17,47,43
12,3,17,48,33
12,3,17,49,23
12,3,17,50,13
12,3,17,51,3
12,3,18,36,53
12,3,18,37,43
12,3,18,38,33
12,3,18,39,23
12,3,18,40,13
12,3,18,41,3
12,3,19,26,53
12,3,19,27,43
12,3,19,28,33
12,3,19,29,23
12,3,19,30,13
12,3,19,31,3
12,3,20,16,53
12,3,20,17,43
12,3,20,18,33
12,3,20,19,23
12,3,20,20,13
12,3,20,21,3
12,3,21,6,53
12,3,21,7,43
12,3,21,8,33
12,3,21,9,23
12,3,21,10,13
12,3,21,11,3
12,3,22,0,13
12,3,22,1,3
12,3,20,55,51
12,3,20,56,41
12,3,20,57,31
12,3,20,58,21
12,3,20,59,11
12,3,21,45,51
12,3,21,46,41
12,3,21,47,31
12,3,21,48,21
12,3,21,49,11
12,3,21,50,1
12,3,22,35,51
12,3,22,36,41
12,3,22,37,31
12,3,22,38,21
12,3,22,39,11
12,3,22,40,1
12,3,23,25,51
12,3,23,26,41
12,3,23,27,31
12,3,23,28,21
12,3,23,29,11
12,3,23,30,1
12,4,0,10,53
12,4,0,11,43
12,4,0,12,33
12,4,0,13,23
12,4,0,14,13
12,4,0,15,3
12,4,1,0,53
12,4,1,1,43
12,4,1,2,33
12,4,1,3,23
12,4,1,4,13
12,4,1,5,3
12,4,0,49,51
12,4,0,50,41
12,4,0,51,31
12,4,0,52,21
12,4,0,53,11
12,4,0,54,1
12,4,1,39,51
12,4,1,40,41
12,4,1,41,31
12,4,1,42,21
12,4,1,43,11
12,4,1,44,1
12,4,2,29,51
12,4,2,30,41
12,4,2,31,31
12,4,2,32,21
12,4,2,33,11
12,4,2,34,1
12,4,3,19,51
12,4,3,20,41
12,4,3,21,31
12,4,3,22,21
12,4,3,23,11
12,4,3,24,1
12,4,4,9,51
12,4,4,10,41
12,4,4,11,31
12,4,4,12,21
12,4,4,13,11
12,4,4,14,1
12,4,5,0,41
12,4,5,1,31
12,4,5,2,21
12,4,5,3,11
12,4,5,4,1
12,4,3,57,59
12,4,3,58,49
12,4,3,59,39
12,4,4,47,59
12,4,4,48,49
12,4,4,49,39
12,4,4,50,29
12,4,4,51,19
12,4,4,52,9
12,4,4,53,0
12,4,5,37,59
12,4,5,38,49
12,4,5,39,39
12,4,5,40,29
12,4,5,41,19
12,4,5,42,9
12,4,5,43,0
12,4,6,27,59
12,4,6,28,49
12,4,6,29,39
12,4,6,30,29
12,4,6,31,19
12,4,6,32,9
12,4,6,33,0
12,4,7,17,59
12,4,7,18,49
12,4,7,19,39
12,4,7,20,29
12,4,7,21,19
12,4,7,22,9
12,4,7,23,0
12,4,8,7,59
12,4,8,8,49
12,4,8,9,39
12,4,8,10,29
12,4,8,11,19
12,4,8,12,9
12,4,8,13,0
12,4,9,0,29
12,4,9,1,19
12,4,9,2,9
12,4,9,3,0
12,4,5,58,53
12,4,5,59,43
12,4,6,48,53
12,4,6,49,43
12,4,6,50,33
12,4,6,51,23
12,4,6,52,13
12,4,6,53,3
12,4,7,38,53
12,4,7,39,43
12,4,7,40,33
12,4,7,41,23
12,4,7,42,13
12,4,7,43,3
12,4,8,28,53
12,4,8,29,43
12,4,8,30,33
12,4,8,31,23
12,4,8,32,13
12,4,8,33,3
12,4,9,18,53
12,4,9,19,43
12,4,9,20,33
12,4,9,21,23
12,4,9,22,13
12,4,9,23,3
12,4,10,8,53
12,4,10,9,43
12,4,10,10,33
12,4,10,11,23
12,4,10,12,13
12,4,10,13,3
12,4,11,0,33
12,4,11,1,23
12,4,11,2,13
12,4,11,3,3
12,4,9,57,51
12,4,9,58,41
12,4,9,59,31
12,4,10,47,51
12,4,10,48,41
12,4,10,49,31
12,4,10,50,21
12,4,10,51,11
12,4,10,52,1
12,4,11,37,51
12,4,11,38,41
12,4,11,39,31
12,4,11,40,21
12,4,11,41,11
12,4,11,42,1
12,4,12,27,51
12,4,12,28,41
12,4,12,29,31
12,4,12,30,21
12,4,12,31,11
12,4,12,32,1
12,4,13,17,51
12,4,13,18,41
12,4,13,19,31
12,4,13,20,21
12,4,13,21,11
12,4,13,22,1
12,4,14,7,51
12,4,14,8,41
12,4,14,9,31
12,4,14,10,21
12,4,14,11,11
12,4,14,12,1
12,4,15,0,21
12,4,15,1,11
12,4,15,2,1
12,4,13,55,59
12,4,13,56,49
12,4,13,57,39
12,4,13,58,29
12,4,13,59,19
12,4,14,45,59
12,4,14,46,49
12,4,14,47,39
12,4,14,48,29
12,4,14,49,19
12,4,14,50,9
12,4,15,35,59
12,4,15,36,49
12,4,15,37,39
12,4,15,38,29
12,4,15,39,19
12,4,15,40,9
12,4,16,25,59
12,4,16,26,49
12,4,16,27,39
12,4,16,28,29
12,4,16,29,19
12,4,16,30,9
12,4,17,15,59
12,4,17,16,49
12,4,17,17,39
12,4,17,18,29
12,4,17,19,19
12,4,17,20,9
12,4,18,5,59
12,4,18,6,49
12,4,18,7,39
12,4,18,8,29
12,4,18,9,19
12,4,18,10,9
12,4,19,0,9
12,4,15,56,53
12,4,15,57,43
12,4,15,58,33
12,4,15,59,23
12,4,16,46,53
12,4,16,47,43
12,4,16,48,33
12,4,16,49,23
12,4,16,50,13
12,4,16,51,3
12,4,17,36,53
12,4,17,37,43
12,4,17,38,33
12,4,17,39,23
12,4,17,40,13
12,4,17,41,3
12,4,18,26,53
12,4,18,27,43
12,4,18,28,33
12,4,18,29,23
12,4,18,30,13
12,4,18,31,3
12,4,19,16,53
12,4,19,17,43
12,4,19,18,33
12,4,19,19,23
12,4,19,20,13
12,4,19,21,3
12,4,20,6,53
12,4,20,7,43
12,4,20,8,33
12,4,20,9,23
12,4,20,10,13
12,4,20,11,3
12,4,21,0,13
12,4,21,1,3
12,4,19,55,51
12,4,19,56,41
12,4,19,57,31
12,4,19,58,21
12,4,19,59,11
12,4,20,45,51
12,4,20,46,41
12,4,20,47,31
12,4,20,48,21
12,4,20,49,11
12,4,20,50,1
12,4,21,35,51
12,4,21,36,41
12,4,21,37,31
12,4,21,38,21
12,4,21,39,11
12,4,21,40,1
12,4,22,25,51
12,4,22,26,41
12,4,22,27,31
12,4,22,28,21
12,4,22,29,11
12,4,22,30,1
12,4,23,15,51
12,4,23,16,41
12,4,23,17,31
12,4,23,18,21
12,4,23,19,11
12,4,23,20,1
12,4,23,53,59
12,4,23,54,49
12,4,23,55,39
12,4,23,56,29
12,4,23,57,19
12,4,23,58,9
12,4,23,59,0
12,4,16,56,53
12,4,16,57,43
12,4,16,58,33
12,4,16,59,23
12,4,17,46,53
12,4,17,47,43
12,4,17,48,33
12,4,17,49,23
12,4,17,50,13
12,4,17,51,3
12,4,18,36,53
12,4,18,37,43
12,4,18,38,33
12,4,18,39,23
12,4,18,40,13
12,4,18,41,3
12,4,19,26,53
12,4,19,27,43
12,4,19,28,33
12,4,19,29,23
12,4,19,30,13
12,4,19,31,3
12,4,20,16,53
12,4,20,17,43
12,4,20,18,33
12,4,20,19,23
12,4,20,20,13
12,4,20,21,3
12,4,21,6,53
12,4,21,7,43
12,4,21,8,33
12,4,21,9,23
12,4,21,10,13
12,4,21,11,3
12,4,22,0,13
12,4,22,1,3
12,4,20,55,51
12,4,20,56,41
12,4,20,57,31
12,4,20,58,21
12,4,20,59,11
12,4,21,45,51
12,4,21,46,41
12,4,21,47,31
12,4,21,48,21
12,4,21,49,11
12,4,21,50,1
12,4,22,35,51
12,4,22,36,41
12,4,22,37,31
12,4,22,38,21
12,4,22,39,11
12,4,22,40,1
12,4,23,25,51
12,4,23,26,41
12,4,23,27,31
12,4,23,28,21
12,4,23,29,11
12,4,23,30,1
12,5,0,10,53
12,5,0,11,43
12,5,0,12,33
12,5,0,13,23
12,5,0,14,13
12,5,0,15,3
12,5,1,0,53
12,5,1,1,43
12,5,1,2,33
12,5,1,3,23
12,5,1,4,13
12,5,1,5,3
12,5,0,49,51
12,5,0,50,41
12,5,0,51,31
12,5,0,52,21
12,5,0,53,11
12,5,0,54,1
12,5,1,39,51
12,5,1,40,41
12,5,1,41,31
12,5,1,42,21
12,5,1,43,11
12,5,1,44,1
12,5,2,29,51
12,5,2,30,41
12,5,2,31,31
12,5,2,32,21
12,5,2,33,11
12,5,2,34,1
12,5,3,19,51
12,5,3,20,41
12,5,3,21,31
12,5,3,22,21
12,5,3,23,11
12,5,3,24,1
12,5,4,9,51
12,5,4,10,41
12,5,4,11,31
12,5,4,12,21
12,5,4,13,11
12,5,4,14,1
12,5,5,0,41
12,5,5,1,31
12,5,5,2,21
12,5,5,3,11
12,5,5,4,1
12,5,3,57,59
12,5,3,58,49
12,5,3,59,39
12,5,4,47,59
12,5,4,48,49
12,5,4,49,39
12,5,4,50,29
12,5,4,51,19
12,5,4,52,9
12,5,4,53,0
12,5,5,37,59
12,5,5,38,49
12,5,5,39,39
12,5,5,40,29
12,5,5,41,19
12,5,5,42,9
12,5,5,43,0
12,5,6,27,59
12,5,6,28,49
12,5,6,29,39
12,5,6,30,29
12,5,6,31,19
12,5,6,32,9
12,5,6,33,0
12,5,7,17,59
12,5,7,18,49
12,5,7,19,39
12,5,7,20,29
12,5,7,21,19
12,5,7,22,9
12,5,7,23,0
12,5,8,7,59
12,5,8,8,49
12,5,8,9,39
12,5,8,10,29
12,5,8,11,19
12,5,8,12,9
12,5,8,13,0
12,5,9,0,29
12,5,9,1,19
12,5,9,2,9
12,5,9,3,0
12,5,5,58,53
12,5,5,59,43
12,5,6,48,53
12,5,6,49,43
12,5,6,50,33
12,5,6,51,23
12,5,6,52,13
12,5,6,53,3
12,5,7,38,53
12,5,7,39,43
12,5,7,40,33
12,5,7,41,23
12,5,7,42,13
12,5,7,43,3
12,5,8,28,53
12,5,8,29,43
12,5,8,30,33
12,5,8,31,23
12,5,8,32,13
12,5,8,33,3
12,5,9,18,53
12,5,9,19,43
12,5,9,20,33
12,5,9,21,23
12,5,9,22,13
12,5,9,23,3
12,5,10,8,53
12,5,10,9,43
12,5,10,10,33
12,5,10,11,23
12,5,10,12,13
12,5,10,13,3
12,5,11,0,33
12,5,11,1,23
12,5,11,2,13
12,5,11,3,3
12,5,9,57,51
12,5,9,58,41
12,5,9,59,31
12,5,10,47,51
12,5,10,48,41
12,5,10,49,31
12,5,10,50,21
12,5,10,51,11
12,5,10,52,1
12,5,11,37,51
12,5,11,38,41
12,5,11,39,31
12,5,11,40,21
12,5,11,41,11
12,5,11,42,1
12,5,12,27,51
12,5,12,28,41
12,5,12,29,31
12,5,12,30,21
12,5,12,31,11
12,5,12,32,1
12,5,13,17,51
12,5,13,18,41
12,5,13,19,31
12,5,13,20,21
12,5,13,21,11
12,5,13,22,1
12,5,14,7,51
12,5,14,8,41
12,5,14,9,31
12,5,14,10,21
12,5,14,11,11
12,5,14,12,1
12,5,15,0,21
12,5,15,1,11
12,5,15,2,1
12,5,13,55,59
12,5,13,56,49
12,5,13,57,39
12,5,13,58,29
12,5,13,59,19
12,5,14,45,59
12,5,14,46,49
12,5,14,47,39
12,5,14,48,29
12,5,14,49,19
12,5,14,50,9
12,5,15,35,59
12,5,15,36,49
12,5,15,37,39
12,5,15,38,29
12,5,15,39,19
12,5,15,40,9
12,5,16,25,59
12,5,16,26,49
12,5,16,27,39
12,5,16,28,29
12,5,16,29,19
12,5,16,30,9
12,5,17,15,59
12,5,17,16,49
12,5,17,17,39
12,5,17,18,29
12,5,17,19,19
12,5,17,20,9
12,5,18,5,59
12,5,18,6,49
12,5,18,7,39
12,5,18,8,29
12,5,18,9,19
12,5,18,10,9
12,5,19,0,9
12,5,15,56,53
12,5,15,57,43
12,5,15,58,33
12,5,15,59,23
12,5,16,46,53
12,5,16,47,43
12,5,16,48,33
12,5,16,49,23
12,5,16,50,13
12,5,16,51,3
12,5,17,36,53
12,5,17,37,43
12,5,17,38,33
12,5,17,39,23
12,5,17,40,13
12,5,17,41,3
12,5,18,26,53
12,5,18,27,43
12,5,18,28,33
12,5,18,29,23
12,5,18,30,13
12,5,18,31,3
12,5,19,16,53
12,5,19,17,43
12,5,19,18,33
12,5,19,19,23
12,5,19,20,13
12,5,19,21,3
12,5,20,6,53
12,5,20,7,43
12,5,20,8,33
12,5,20,9,23
12,5,20,10,13
12,5,20,11,3
12,5,21,0,13
12,5,21,1,3
12,5,19,55,51
12,5,19,56,41
12,5,19,57,31
12,5,19,58,21
12,5,19,59,11
12,5,20,45,51
12,5,20,46,41
12,5,20,47,31
12,5,20,48,21
12,5,20,49,11
12,5,20,50,1
12,5,21,35,51
12,5,21,36,41
12,5,21,37,31
12,5,21,38,21
12,5,21,39,11
12,5,21,40,1
12,5,22,25,51
12,5,22,26,41
12,5,22,27,31
12,5,22,28,21
12,5,22,29,11
12,5,22,30,1
12,5,23,15,51
12,5,23,16,41
12,5,23,17,31
12,5,23,18,21
12,5,23,19,11
12,5,23,20,1
12,5,23,53,59
12,5,23,54,49
12,5,23,55,39
12,5,23,56,29
12,5,23,57,19
12,5,23,58,9
12,5,23,59,0
12,5,16,56,53
12,5,16,57,43
12,5,16,58,33
12,5,16,59,23
12,5,17,46,53
12,5,17,47,43
12,5,17,48,33
12,5,17,49,23
12,5,17,50,13
12,5,17,51,3
12,5,18,36,53
12,5,18,37,43
12,5,18,38,33
12,5,18,39,23
12,5,18,40,13
12,5,18,41,3
12,5,19,26,53
12,5,19,27,43
12,5,19,28,33
12,5,19,29,23
12,5,19,30,13
12,5,19,31,3
12,5,20,16,53
12,5,20,17,43
12,5,20,18,33
12,5,20,19,23
12,5,20,20,13
12,5,20,21,3
12,5,21,6,53
12,5,21,7,43
12,5,21,8,33
12,5,21,9,23
12,5,21,10,13
12,5,21,11,3
12,5,22,0,13
12,5,22,1,3
12,5,20,55,51
12,5,20,56,41
12,5,20,57,31
12,5,20,58,21
12,5,20,59,11
12,5,21,45,51
12,5,21,46,41
12,5,21,47,31
12,5,21,48,21
12,5,21,49,11
12,5,21,50,1
12,5,22,35,51
12,5,22,36,41
12,5,22,37,31
12,5,22,38,21
12,5,22,39,11
12,5,22,40,1
12,5,23,25,51
12,5,23,26,41
12,5,23,27,31
12,5,23,28,21
12,5,23,29,11
12,5,23,30,1
12,6,0,10,53
12,6,0,11,43
12,6,0,12,33
12,6,0,13,23
12,6,0,14,13
12,6,0,15,3
12,6,1,0,53
12,6,1,1,43
12,6,1,2,33
12,6,1,3,23
12,6,1,4,13
12,6,1,5,3
12,6,0,49,51
12,6,0,50,41
12,6,0,51,31
12,6,0,52,21
12,6,0,53,11
12,6,0,54,1
12,6,1,39,51
12,6,1,40,41
12,6,1,41,31
12,6,1,42,21
12,6,1,43,11
12,6,1,44,1
12,6,2,29,51
12,6,2,30,41
12,6,2,31,31
12,6,2,32,21
12,6,2,33,11
12,6,2,34,1
12,6,3,19,51
12,6,3,20,41
12,6,3,21,31
12,6,3,22,21
12,6,3,23,11
12,6,3,24,1
12,6,4,9,51
12,6,4,10,41
12,6,4,11,31
12,6,4,12,21
12,6,4,13,11
12,6,4,14,1
12,6,5,0,41
12,6,5,1,31
12,6,5,2,21
12,6,5,3,11
12,6,5,4,1
12,6,3,57,59
12,6,3,58,49
12,6,3,59,39
12,6,4,47,59
12,6,4,48,49
12,6,4,49,39
12,6,4,50,29
12,6,4,51,19
12,6,4,52,9
12,6,4,53,0
12,6,5,37,59
12,6,5,38,49
12,6,5,39,39
12,6,5,40,29
12,6,5,41,19
12,6,5,42,9
12,6,5,43,0
12,6,6,27,59
12,6,6,28,49
12,6,6,29,39
12,6,6,30,29
12,6,6,31,19
12,6,6,32,9
12,6,6,33,0
12,6,7,17,59
12,6,7,18,49
12,6,7,19,39
12,6,7,20,29
12,6,7,21,19
12,6,7,22,9
12,6,7,23,0
12,6,8,7,59
12,6,8,8,49
12,6,8,9,39
12,6,8,10,29
12,6,8,11,19
12,6,8,12,9
12,6,8,13,0
12,6,9,0,29
12,6,9,1,19
12,6,9,2,9
12,6,9,3,0
12,6,5,58,53
12,6,5,59,43
12,6,6,48,53
12,6,6,49,43
12,6,6,50,33
12,6,6,51,23
12,6,6,52,13
12,6,6,53,3
12,6,7,38,53
12,6,7,39,43
12,6,7,40,33
12,6,7,41,23
12,6,7,42,13
12,6,7,43,3
12,6,8,28,53
12,6,8,29,43
12,6,8,30,33
12,6,8,31,23
12,6,8,32,13
12,6,8,33,3
12,6,9,18,53
12,6,9,19,43
12,6,9,20,33
